,player_id,nickname,firstname,lastname,birth_date,player_name,team_id,jersey_number,minutes_played,is_starter,game_id
25,231139,K. Coman,Kingsley,Coman,1996-06-13,Kingsley Coman,4418,0,28,False,1694390
26,134513,A. Martial,Anthony,Martial,1995-12-05,Anthony Martial,4418,0,17,False,1694390
27,25804,M. Sissoko,Moussa,Sissoko,1989-08-16,Moussa Sissoko,4418,0,4,False,1694390
28,105619,A. Mehmedi,Admir,Mehmedi,1991-03-16,Admir Mehmedi,6697,0,63,True,1694391
29,21169,B. Džemaili,Blerim,Džemaili,1986-04-12,Blerim Džemaili,6697,0,77,True,1694391
30,49872,X. Shaqiri,Xherdan,Shaqiri,1991-10-10,Xherdan Shaqiri,6697,0,89,True,1694391
31,20465,S. Lichtsteiner,Stephan,Lichtsteiner,1984-01-16,Stephan Lichtsteiner,6697,0,94,True,1694391
32,14922,R. Rodríguez,Ricardo Iván,Rodríguez Araya,1992-08-25,Ricardo Iván Rodríguez Araya,6697,0,94,True,1694391
33,20766,H. Seferović,Haris,Seferović,1992-02-22,Haris Seferović,6697,0,94,True,1694391
34,49855,Y. Sommer,Yann,Sommer,1988-12-17,Yann Sommer,6697,0,94,True,1694391
35,50102,F. Schär,Fabian Lukas,Schär,1991-12-20,Fabian Lukas Schär,6697,0,94,True,1694391
36,7850,J. Djourou,Johan Danon,Djourou-Gbadjere,1987-01-18,Johan Danon Djourou-Gbadjere,6697,0,94,True,1694391
37,20938,V. Behrami,Valon,Behrami,1985-04-19,Valon Behrami,6697,0,94,True,1694391
38,49876,G. Xhaka,Granit,Xhaka,1992-09-27,Granit Xhaka,6697,0,94,True,1694391
39,282772,B. Embolo,Breel-Donald,Embolo,1997-02-14,Breel-Donald Embolo,6697,0,31,False,1694391
40,49869,F. Frei,Fabian,Frei,1989-01-08,Fabian Frei,6697,0,17,False,1694391
41,20591,G. Fernandes,Gélson da Conceição Tavares,Fernandes,1986-09-02,Gélson da Conceição Tavares Fernandes,6697,0,5,False,1694391
42,49981,T. Xhaka,Taulant Ragip,Xhaka,1991-03-28,Taulant Ragip Xhaka,8731,0,63,True,1694391
43,15285,O. Roshi,Odise,Roshi,1991-05-22,Odise Roshi,8731,0,75,True,1694391
44,50461,A. Sadiku,Armando,Sadiku,1991-05-27,Armando Sadiku,8731,0,83,True,1694391
45,20555,L. Cana,Lorik Agim,Cana,1983-07-27,Lorik Agim Cana,8731,0,36,True,1694391
46,92334,A. Agolli,Ansi,Agolli,1982-10-11,Ansi Agolli,8731,0,94,True,1694391
47,21001,E. Hysaj,Elseid Gëzim,Hysaj,1994-02-20,Elseid Gëzim Hysaj,8731,0,94,True,1694391
48,50318,E. Lenjani,Ermir,Lenjani,1989-08-05,Ermir Lenjani,8731,0,94,True,1694391
49,15449,M. Mavraj,Mërgim,Mavraj,1986-06-09,Mërgim Mavraj,8731,0,94,True,1694391
50,50264,B. Kukeli,Burim,Kukeli,1984-01-16,Burim Kukeli,8731,0,94,True,1694391
51,49982,A. Abrashi,Amir,Abrashi,1990-03-27,Amir Abrashi,8731,0,94,True,1694391
52,50849,E. Berisha,Etrit,Berisha,1989-03-10,Etrit Berisha,8731,0,94,True,1694391
53,93608,E. Kaçe,Ergys,Kaçe,1993-07-08,Ergys Kaçe,8731,0,31,False,1694391
54,64067,S. Cikalleshi,Sokol,Cikalleshi,1990-07-27,Sokol Cikalleshi,8731,0,19,False,1694391
55,50072,S. Gashi,Shkëlzen Taib,Gashi,1988-07-15,Shkëlzen Taib Gashi,8731,0,11,False,1694391
56,83824,M. Pintilii,Mihai Doru,Pintilii,1984-11-09,Mihai Doru Pintilii,11944,0,47,True,1694392
57,105330,R. Raț,Răzvan Dincă,Raț,1981-05-26,Răzvan Dincă Raț,11944,0,63,True,1694392
58,33235,B. Stancu,Bogdan Sorin,Stancu,1987-06-28,Bogdan Sorin Stancu,11944,0,85,True,1694392
59,20596,G. Torje,Gabriel Andrei,Torje,1989-11-22,Gabriel Andrei Torje,11944,0,94,True,1694392
60,83574,C. Tătărușanu,Anton Ciprian,Tătărușanu,1986-02-09,Anton Ciprian Tătărușanu,11944,0,94,True,1694392
61,83590,A. Chipciu,Alexandru Mihăiță,Chipciu,1989-05-18,Alexandru Mihăiță Chipciu,11944,0,94,True,1694392
62,83591,A. Prepeliță,Andrei,Prepeliță,1985-12-08,Andrei Prepeliță,11944,0,94,True,1694392
63,26270,C. Keșerü,Claudiu Andrei,Keșerü,1986-12-02,Claudiu Andrei Keșerü,11944,0,94,True,1694392
64,70090,C. Săpunaru,Ionuț Cristian,Săpunaru,1984-04-05,Ionuț Cristian Săpunaru,11944,0,94,True,1694392
65,83575,V. Chiricheș,Vlad Iulian,Chiricheș,1989-11-14,Vlad Iulian Chiricheș,11944,0,94,True,1694392
66,84536,D. Grigore,Dragoș,Grigore,1986-09-07,Dragoș Grigore,11944,0,94,True,1694392
67,83953,O. Hoban,Ovidiu Ştefan,Hoban,1982-12-27,Ovidiu Ştefan Hoban,11944,0,47,False,1694392
68,84367,S. Filip,Steliano ,Filip,1994-05-15,Steliano  Filip,11944,0,31,False,1694392
69,6165,F. Andone,Florin,Andone,1993-04-11,Florin Andone,11944,0,9,False,1694392
70,20766,H. Seferović,Haris,Seferović,1992-02-22,Haris Seferović,6697,0,65,True,1694392
71,21169,B. Džemaili,Blerim,Džemaili,1986-04-12,Blerim Džemaili,6697,0,84,True,1694392
72,20465,S. Lichtsteiner,Stephan,Lichtsteiner,1984-01-16,Stephan Lichtsteiner,6697,0,94,True,1694392
73,14922,R. Rodríguez,Ricardo Iván,Rodríguez Araya,1992-08-25,Ricardo Iván Rodríguez Araya,6697,0,94,True,1694392
74,49872,X. Shaqiri,Xherdan,Shaqiri,1991-10-10,Xherdan Shaqiri,6697,0,91,True,1694392
75,49855,Y. Sommer,Yann,Sommer,1988-12-17,Yann Sommer,6697,0,94,True,1694392
76,50102,F. Schär,Fabian Lukas,Schär,1991-12-20,Fabian Lukas Schär,6697,0,94,True,1694392
77,105619,A. Mehmedi,Admir,Mehmedi,1991-03-16,Admir Mehmedi,6697,0,94,True,1694392
78,7850,J. Djourou,Johan Danon,Djourou-Gbadjere,1987-01-18,Johan Danon Djourou-Gbadjere,6697,0,94,True,1694392
79,20938,V. Behrami,Valon,Behrami,1985-04-19,Valon Behrami,6697,0,94,True,1694392
80,49876,G. Xhaka,Granit,Xhaka,1992-09-27,Granit Xhaka,6697,0,94,True,1694392
81,282772,B. Embolo,Breel-Donald,Embolo,1997-02-14,Breel-Donald Embolo,6697,0,29,False,1694392
82,49977,M. Lang,Michael,Lang,1991-02-08,Michael Lang,6697,0,10,False,1694392
83,134911,S. Tarashaj,Shani,Tarashaj,1995-02-07,Shani Tarashaj,6697,0,3,False,1694392
84,134513,A. Martial,Anthony,Martial,1995-12-05,Anthony Martial,4418,0,47,True,1694393
85,231139,K. Coman,Kingsley,Coman,1996-06-13,Kingsley Coman,4418,0,69,True,1694393
86,26010,O. Giroud,Olivier,Giroud,1986-09-30,Olivier Giroud,4418,0,78,True,1694393
87,3276,A. Rami,Adil,Rami,1985-12-27,Adil Rami,4418,0,96,True,1694393
88,7915,P. Evra,Patrice,Evra,1981-05-15,Patrice Evra,4418,0,96,True,1694393
89,25714,D. Payet,Dimitri ,Payet,1987-03-29,Dimitri  Payet,4418,0,96,True,1694393
90,7858,B. Sagna,Bacary,Sagna,1983-02-14,Bacary Sagna,4418,0,96,True,1694393
91,7855,L. Koscielny,Laurent,Koscielny,1985-09-10,Laurent Koscielny,4418,0,96,True,1694393
92,25437,B. Matuidi,Blaise,Matuidi,1987-04-09,Blaise Matuidi,4418,0,96,True,1694393
93,31528,N. Kanté,N'Golo,Kanté,1991-03-29,N'Golo Kanté,4418,0,96,True,1694393
94,25381,H. Lloris,Hugo,Lloris,1986-12-26,Hugo Lloris,4418,0,96,True,1694393
95,7936,P. Pogba,Paul,Pogba,1993-03-15,Paul Pogba,4418,0,49,False,1694393
96,3682,A. Griezmann,Antoine,Griezmann,1991-03-21,Antoine Griezmann,4418,0,27,False,1694393
97,25575,A. Gignac,André-Pierre,Gignac,1985-05-12,André-Pierre Gignac,4418,0,18,False,1694393
98,93339,A. Lila,Andi,Lila,1986-02-12,Andi Lila,8731,0,72,True,1694393
99,50264,B. Kukeli,Burim,Kukeli,1984-01-16,Burim Kukeli,8731,0,75,True,1694393
100,49857,A. Ajeti,Arlind,Ajeti,1993-09-25,Arlind Ajeti,8731,0,86,True,1694393
101,22323,L. Memushaj,Ledian,Memushaj,1986-12-07,Ledian Memushaj,8731,0,96,True,1694393
102,92334,A. Agolli,Ansi,Agolli,1982-10-11,Ansi Agolli,8731,0,96,True,1694393
103,21001,E. Hysaj,Elseid Gëzim,Hysaj,1994-02-20,Elseid Gëzim Hysaj,8731,0,96,True,1694393
104,50318,E. Lenjani,Ermir,Lenjani,1989-08-05,Ermir Lenjani,8731,0,96,True,1694393
105,15449,M. Mavraj,Mërgim,Mavraj,1986-06-09,Mërgim Mavraj,8731,0,96,True,1694393
106,49982,A. Abrashi,Amir,Abrashi,1990-03-27,Amir Abrashi,8731,0,96,True,1694393
107,50849,E. Berisha,Etrit,Berisha,1989-03-10,Etrit Berisha,8731,0,96,True,1694393
108,50461,A. Sadiku,Armando,Sadiku,1991-05-27,Armando Sadiku,8731,0,96,True,1694393
109,15285,O. Roshi,Odise,Roshi,1991-05-22,Odise Roshi,8731,0,24,False,1694393
110,49981,T. Xhaka,Taulant Ragip,Xhaka,1991-03-28,Taulant Ragip Xhaka,8731,0,21,False,1694393
111,134954,F. Veseli,Frédéric,Veseli,1992-11-20,Frédéric Veseli,8731,0,10,False,1694393
112,282772,B. Embolo,Breel-Donald,Embolo,1997-02-14,Breel-Donald Embolo,6697,0,75,True,1694394
113,49872,X. Shaqiri,Xherdan,Shaqiri,1991-10-10,Xherdan Shaqiri,6697,0,80,True,1694394
114,105619,A. Mehmedi,Admir,Mehmedi,1991-03-16,Admir Mehmedi,6697,0,87,True,1694394
115,20465,S. Lichtsteiner,Stephan,Lichtsteiner,1984-01-16,Stephan Lichtsteiner,6697,0,93,True,1694394
116,14922,R. Rodríguez,Ricardo Iván,Rodríguez Araya,1992-08-25,Ricardo Iván Rodríguez Araya,6697,0,93,True,1694394
117,49855,Y. Sommer,Yann,Sommer,1988-12-17,Yann Sommer,6697,0,93,True,1694394
118,50102,F. Schär,Fabian Lukas,Schär,1991-12-20,Fabian Lukas Schär,6697,0,93,True,1694394
119,7850,J. Djourou,Johan Danon,Djourou-Gbadjere,1987-01-18,Johan Danon Djourou-Gbadjere,6697,0,93,True,1694394
120,20938,V. Behrami,Valon,Behrami,1985-04-19,Valon Behrami,6697,0,93,True,1694394
121,21169,B. Džemaili,Blerim,Džemaili,1986-04-12,Blerim Džemaili,6697,0,93,True,1694394
122,49876,G. Xhaka,Granit,Xhaka,1992-09-27,Granit Xhaka,6697,0,93,True,1694394
123,20766,H. Seferović,Haris,Seferović,1992-02-22,Haris Seferović,6697,0,18,False,1694394
124,20591,G. Fernandes,Gélson da Conceição Tavares,Fernandes,1986-09-02,Gélson da Conceição Tavares Fernandes,6697,0,13,False,1694394
125,49977,M. Lang,Michael,Lang,1991-02-08,Michael Lang,6697,0,6,False,1694394
126,231139,K. Coman,Kingsley,Coman,1996-06-13,Kingsley Coman,4418,0,64,True,1694394
127,3682,A. Griezmann,Antoine,Griezmann,1991-03-21,Antoine Griezmann,4418,0,78,True,1694394
128,7988,Y. Cabaye,Yohan,Cabaye,1986-01-14,Yohan Cabaye,4418,0,93,True,1694394
129,25575,A. Gignac,André-Pierre,Gignac,1985-05-12,André-Pierre Gignac,4418,0,93,True,1694394
130,25804,M. Sissoko,Moussa,Sissoko,1989-08-16,Moussa Sissoko,4418,0,93,True,1694394
131,7936,P. Pogba,Paul,Pogba,1993-03-15,Paul Pogba,4418,0,93,True,1694394
132,3276,A. Rami,Adil,Rami,1985-12-27,Adil Rami,4418,0,93,True,1694394
133,7915,P. Evra,Patrice,Evra,1981-05-15,Patrice Evra,4418,0,93,True,1694394
134,7858,B. Sagna,Bacary,Sagna,1983-02-14,Bacary Sagna,4418,0,93,True,1694394
135,7855,L. Koscielny,Laurent,Koscielny,1985-09-10,Laurent Koscielny,4418,0,93,True,1694394
136,25381,H. Lloris,Hugo,Lloris,1986-12-26,Hugo Lloris,4418,0,93,True,1694394
137,25714,D. Payet,Dimitri ,Payet,1987-03-29,Dimitri  Payet,4418,0,29,False,1694394
138,25437,B. Matuidi,Blaise,Matuidi,1987-04-09,Blaise Matuidi,4418,0,15,False,1694394
139,83591,A. Prepeliță,Andrei,Prepeliță,1985-12-08,Andrei Prepeliță,11944,0,48,True,1694395
140,38598,D. Alibec,Denis,Alibec,1991-05-09,Denis Alibec,11944,0,59,True,1694395
141,84017,A. Popa,Adrian,Popa,1988-08-16,Adrian Popa,11944,0,70,True,1694395
142,83574,C. Tătărușanu,Anton Ciprian,Tătărușanu,1986-02-09,Anton Ciprian Tătărușanu,11944,0,97,True,1694395
143,33235,B. Stancu,Bogdan Sorin,Stancu,1987-06-28,Bogdan Sorin Stancu,11944,0,97,True,1694395
144,83753,N. Stanciu,Nicolae Claudiu,Stanciu,1993-05-07,Nicolae Claudiu Stanciu,11944,0,97,True,1694395
145,70090,C. Săpunaru,Ionuț Cristian,Săpunaru,1984-04-05,Ionuț Cristian Săpunaru,11944,0,97,True,1694395
146,83972,A. Mățel,Alexandru,Mățel,1989-10-17,Alexandru Mățel,11944,0,97,True,1694395
147,83953,O. Hoban,Ovidiu Ştefan,Hoban,1982-12-27,Ovidiu Ştefan Hoban,11944,0,97,True,1694395
148,83575,V. Chiricheș,Vlad Iulian,Chiricheș,1989-11-14,Vlad Iulian Chiricheș,11944,0,97,True,1694395
149,84536,D. Grigore,Dragoș,Grigore,1986-09-07,Dragoș Grigore,11944,0,97,True,1694395
150,83752,L. Sânmărtean,Lucian Iulian,Sânmărtean,1980-03-13,Lucian Iulian Sânmărtean,11944,0,49,False,1694395
151,20596,G. Torje,Gabriel Andrei,Torje,1989-11-22,Gabriel Andrei Torje,11944,0,38,False,1694395
152,6165,F. Andone,Florin,Andone,1993-04-11,Florin Andone,11944,0,27,False,1694395
153,50461,A. Sadiku,Armando,Sadiku,1991-05-27,Armando Sadiku,8731,0,61,True,1694395
154,50318,E. Lenjani,Ermir,Lenjani,1989-08-05,Ermir Lenjani,8731,0,79,True,1694395
155,21104,M. Basha,Migjen Xhevat,Basha,1987-01-05,Migjen Xhevat Basha,8731,0,85,True,1694395
156,22323,L. Memushaj,Ledian,Memushaj,1986-12-07,Ledian Memushaj,8731,0,97,True,1694395
157,92334,A. Agolli,Ansi,Agolli,1982-10-11,Ansi Agolli,8731,0,97,True,1694395
158,21001,E. Hysaj,Elseid Gëzim,Hysaj,1994-02-20,Elseid Gëzim Hysaj,8731,0,97,True,1694395
159,15449,M. Mavraj,Mërgim,Mavraj,1986-06-09,Mërgim Mavraj,8731,0,97,True,1694395
160,49857,A. Ajeti,Arlind,Ajeti,1993-09-25,Arlind Ajeti,8731,0,97,True,1694395
161,49982,A. Abrashi,Amir,Abrashi,1990-03-27,Amir Abrashi,8731,0,97,True,1694395
162,50849,E. Berisha,Etrit,Berisha,1989-03-10,Etrit Berisha,8731,0,97,True,1694395
163,93339,A. Lila,Andi,Lila,1986-02-12,Andi Lila,8731,0,97,True,1694395
164,64078,B. Balaj,Bekim,Balaj,1991-01-11,Bekim Balaj,8731,0,36,False,1694395
165,15285,O. Roshi,Odise,Roshi,1991-05-22,Odise Roshi,8731,0,18,False,1694395
166,20555,L. Cana,Lorik Agim,Cana,1983-07-27,Lorik Agim Cana,8731,0,12,False,1694395
167,8436,D. Edwards,David,Edwards,1986-02-03,David Edwards,10682,0,70,True,1694396
168,8421,J. Williams,Jonathan,Williams,1993-10-09,Jonathan Williams,10682,0,72,True,1694396
169,7870,A. Ramsey,Aaron,Ramsey,1990-12-26,Aaron Ramsey,10682,0,89,True,1694396
170,8831,C. Gunter,Chris,Gunter,1989-07-21,Chris Gunter,10682,0,95,True,1694396
171,9615,J. Chester,James,Chester,1989-01-23,James Chester,10682,0,95,True,1694396
172,77544,N. Taylor,Neil,Taylor,1989-02-07,Neil Taylor,10682,0,95,True,1694396
173,8278,G. Bale,Gareth Frank,Bale,1989-07-16,Gareth Frank Bale,10682,0,95,True,1694396
174,136509,D. Ward,Danny,Ward,1993-06-22,Danny Ward,10682,0,95,True,1694396
175,136441,B. Davies,Ben,Davies,1993-04-24,Ben Davies,10682,0,95,True,1694396
176,77546,A. Williams,Ashley,Williams,1984-08-23,Ashley Williams,10682,0,95,True,1694396
177,77548,J. Allen,Joe,Allen,1990-03-14,Joe Allen,10682,0,95,True,1694396
178,61963,J. Ledley,Joe,Ledley,1987-01-23,Joe Ledley,10682,0,25,False,1694396
179,8686,H. Robson-Kanu,Hal,Robson-Kanu,1989-05-21,Hal Robson-Kanu,10682,0,23,False,1694396
180,77556,J. Richards,Ashley Darel Jazz,Richards,1991-04-12,Ashley Darel Jazz Richards,10682,0,6,False,1694396
181,82528,M. Ďuriš,Michal,Ďuriš,1988-06-01,Michal Ďuriš,14496,0,61,True,1694396
182,144713,P. Hrošovský,Patrik,Hrošovský,1992-04-22,Patrik Hrošovský,14496,0,61,True,1694396
183,3813,V. Weiss,Vladimír,Weiss,1989-11-30,Vladimír Weiss,14496,0,84,True,1694396
184,21171,M. Hamšík,Marek,Hamšík,1987-07-27,Marek Hamšík,14496,0,95,True,1694396
185,7960,M. Škrtel,Martin,Škrtel,1984-12-15,Martin Škrtel,14496,0,95,True,1694396
186,101616,J. Ďurica,Ján,Ďurica,1981-12-10,Ján Ďurica,14496,0,95,True,1694396
187,32959,P. Pekarík,Peter,Pekarík,1986-10-30,Peter Pekarík,14496,0,95,True,1694396
188,65090,D. Švento,Dušan,Švento,1985-08-01,Dušan Švento,14496,0,95,True,1694396
189,78488,M. Kozáčik,Matúš,Kozáčik,1983-12-27,Matúš Kozáčik,14496,0,95,True,1694396
190,21285,J. Kucka,Juraj,Kucka,1987-02-26,Juraj Kucka,14496,0,95,True,1694396
191,15142,R. Mak,Róbert,Mak,1991-03-08,Róbert Mak,14496,0,95,True,1694396
192,218896,O. Duda,Ondrej,Duda,1994-12-05,Ondrej Duda,14496,0,34,False,1694396
193,16435,A. Nemec,Adam,Nemec,1985-09-02,Adam Nemec,14496,0,34,False,1694396
194,32539,M. Stoch,Miroslav,Stoch,1989-10-19,Miroslav Stoch,14496,0,11,False,1694396
195,257800,A. Golovin,Aleksandr,Golovin,1996-05-30,Aleksandr Golovin,14358,0,77,True,1694397
196,15022,R. Neustädter,Roman Petrovich,Neustädter,1988-02-18,Roman Petrovich Neustädter,14358,0,80,True,1694397
197,101707,F. Smolov,Fyodor,Smolov,1990-02-09,Fyodor Smolov,14358,0,85,True,1694397
198,101825,I. Smolnikov,Igor,Smolnikov,1988-08-08,Igor Smolnikov,14358,0,93,True,1694397
199,101669,A. Dzyuba,Artem,Dzyuba,1988-08-22,Artem Dzyuba,14358,0,93,True,1694397
200,101581,V. Berezutski,Vasili,Berezutski,1982-06-20,Vasili Berezutski,14358,0,93,True,1694397
201,101585,G. Shchennikov,Georgi,Shchennikov,1991-04-27,Georgi Shchennikov,14358,0,93,True,1694397
202,101856,O. Shatov,Oleg,Shatov,1990-07-29,Oleg Shatov,14358,0,93,True,1694397
203,101705,A. Kokorin,Aleksandr,Kokorin,1991-03-19,Aleksandr Kokorin,14358,0,93,True,1694397
204,101576,I. Akinfeev,Igor,Akinfeev,1986-04-08,Igor Akinfeev,14358,0,93,True,1694397
205,101583,S. Ignashevich,Sergei,Ignashevich,1979-07-14,Sergei Ignashevich,14358,0,93,True,1694397
206,101568,R. Shirokov,Roman,Shirokov,1981-07-06,Roman Shirokov,14358,0,16,False,1694397
207,101623,D. Glushakov,Denis,Glushakov,1987-01-27,Denis Glushakov,14358,0,13,False,1694397
208,101596,P. Mamaev,Pavel,Mamaev,1988-09-17,Pavel Mamaev,14358,0,8,False,1694397
209,7944,W. Rooney,Wayne,Rooney,1985-10-24,Wayne Rooney,2413,0,78,True,1694397
210,11066,R. Sterling,Raheem Shaquille,Sterling,1994-12-08,Raheem Shaquille Sterling,2413,0,87,True,1694397
211,8301,J. Hart,Joe,Hart,1987-04-19,Joe Hart,2413,0,93,True,1694397
212,210044,E. Dier,Eric ,Dier,1994-01-15,Eric  Dier,2413,0,93,True,1694397
213,8717,H. Kane,Harry,Kane,1993-07-28,Harry Kane,2413,0,93,True,1694397
214,7922,C. Smalling,Chris,Smalling,1989-11-22,Chris Smalling,2413,0,93,True,1694397
215,8140,A. Lallana,Adam,Lallana,1988-05-10,Adam Lallana,2413,0,93,True,1694397
216,13484,D. Alli,Bamidele,Alli,1996-04-11,Bamidele Alli,2413,0,93,True,1694397
217,8292,D. Rose,Danny,Rose,1990-07-02,Danny Rose,2413,0,93,True,1694397
218,8277,K. Walker,Kyle,Walker,1990-05-28,Kyle Walker,2413,0,93,True,1694397
219,7887,G. Cahill,Gary ,Cahill,1985-12-19,Gary  Cahill,2413,0,93,True,1694397
220,7873,J. Wilshere,Jack,Wilshere,1992-01-01,Jack Wilshere,2413,0,15,False,1694397
221,8319,J. Milner,James,Milner,1986-01-04,James Milner,2413,0,6,False,1694397
222,257800,A. Golovin,Aleksandr,Golovin,1996-05-30,Aleksandr Golovin,14358,0,47,True,1694398
223,15022,R. Neustädter,Roman Petrovich,Neustädter,1988-02-18,Roman Petrovich Neustädter,14358,0,47,True,1694398
224,101705,A. Kokorin,Aleksandr,Kokorin,1991-03-19,Aleksandr Kokorin,14358,0,77,True,1694398
225,101707,F. Smolov,Fyodor,Smolov,1990-02-09,Fyodor Smolov,14358,0,94,True,1694398
226,101825,I. Smolnikov,Igor,Smolnikov,1988-08-08,Igor Smolnikov,14358,0,94,True,1694398
227,101669,A. Dzyuba,Artem,Dzyuba,1988-08-22,Artem Dzyuba,14358,0,94,True,1694398
228,101581,V. Berezutski,Vasili,Berezutski,1982-06-20,Vasili Berezutski,14358,0,94,True,1694398
229,101585,G. Shchennikov,Georgi,Shchennikov,1991-04-27,Georgi Shchennikov,14358,0,94,True,1694398
230,101856,O. Shatov,Oleg,Shatov,1990-07-29,Oleg Shatov,14358,0,94,True,1694398
231,101576,I. Akinfeev,Igor,Akinfeev,1986-04-08,Igor Akinfeev,14358,0,94,True,1694398
232,101583,S. Ignashevich,Sergei,Ignashevich,1979-07-14,Sergei Ignashevich,14358,0,94,True,1694398
233,101623,D. Glushakov,Denis,Glushakov,1987-01-27,Denis Glushakov,14358,0,47,False,1694398
234,101596,P. Mamaev,Pavel,Mamaev,1988-09-17,Pavel Mamaev,14358,0,47,False,1694398
235,101568,R. Shirokov,Roman,Shirokov,1981-07-06,Roman Shirokov,14358,0,17,False,1694398
236,218896,O. Duda,Ondrej,Duda,1994-12-05,Ondrej Duda,14496,0,68,True,1694398
237,3813,V. Weiss,Vladimír,Weiss,1989-11-30,Vladimír Weiss,14496,0,73,True,1694398
238,15142,R. Mak,Róbert,Mak,1991-03-08,Róbert Mak,14496,0,81,True,1694398
239,21171,M. Hamšík,Marek,Hamšík,1987-07-27,Marek Hamšík,14496,0,94,True,1694398
240,7960,M. Škrtel,Martin,Škrtel,1984-12-15,Martin Škrtel,14496,0,94,True,1694398
241,101555,T. Hubočan,Tomáš,Hubočan,1985-09-17,Tomáš Hubočan,14496,0,94,True,1694398
242,101616,J. Ďurica,Ján,Ďurica,1981-12-10,Ján Ďurica,14496,0,94,True,1694398
243,32959,P. Pekarík,Peter,Pekarík,1986-10-30,Peter Pekarík,14496,0,94,True,1694398
244,78488,M. Kozáčik,Matúš,Kozáčik,1983-12-27,Matúš Kozáčik,14496,0,94,True,1694398
245,21285,J. Kucka,Juraj,Kucka,1987-02-26,Juraj Kucka,14496,0,94,True,1694398
246,104867,V. Pečovský,Viktor,Pečovský,1983-05-24,Viktor Pečovský,14496,0,94,True,1694398
247,16435,A. Nemec,Adam,Nemec,1985-09-02,Adam Nemec,14496,0,26,False,1694398
248,65090,D. Švento,Dušan,Švento,1985-08-01,Dušan Švento,14496,0,21,False,1694398
249,82528,M. Ďuriš,Michal,Ďuriš,1988-06-01,Michal Ďuriš,14496,0,13,False,1694398
250,61963,J. Ledley,Joe,Ledley,1987-01-23,Joe Ledley,10682,0,68,True,1694399
251,8686,H. Robson-Kanu,Hal,Robson-Kanu,1989-05-21,Hal Robson-Kanu,10682,0,73,True,1694399
252,8831,C. Gunter,Chris,Gunter,1989-07-21,Chris Gunter,10682,0,95,True,1694399
253,8425,W. Hennessey,Wayne ,Hennessey,1987-01-24,Wayne  Hennessey,10682,0,95,True,1694399
254,9615,J. Chester,James,Chester,1989-01-23,James Chester,10682,0,95,True,1694399
